"Site","Specie","average_sell_price","sd_sell_price"
"Caye_Caulker","Conch",9.375,3.24862608321909
"Caye_Caulker","Finfish",10.9857142857143,3.13604239524307
"Caye_Caulker","Lobster",23.25,6.95906397646777
"Placencia","Conch",9.125,0.853912563829966
"Placencia","Finfish",6.77777777777778,2.34125638952283
"Placencia","Lobster",29,1.15470053837925
